Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Relacion entre lugar de nacimiento y residencia;Edad (grupos quinquenales);Sexo;Periodo;Total
Total Nacional;12 Galicia;36 Pontevedra;En España;Todas las edades;Total;1 de enero de 2014;876.461
Total Nacional;12 Galicia;36 Pontevedra;En España;Todas las edades;Total;1 de enero de 2010;886.615
Total Nacional;12 Galicia;36 Pontevedra;En España;Todas las edades;Total;1 de enero de 2006;882.553
Total Nacional;12 Galicia;36 Pontevedra;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;740.737
Total Nacional;12 Galicia;36 Pontevedra;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;752.660
Total Nacional;12 Galicia;36 Pontevedra;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;762.232
Total Nacional;12 Galicia;36 Pontevedra;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;772.466
Total Nacional;12 Galicia;36 Pontevedra;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;771.054
Total Nacional;12 Galicia;36 Pontevedra;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;68.533
Total Nacional;12 Galicia;36 Pontevedra;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;69.263
Total Nacional;12 Galicia;36 Pontevedra;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;69.761
Total Nacional;12 Galicia;36 Pontevedra;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;70.416
Total Nacional;12 Galicia;36 Pontevedra;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;70.112
Total Nacional;12 Galicia;36 Pontevedra;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;46.839
Total Nacional;12 Galicia;36 Pontevedra;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;44.862
Total Nacional;12 Galicia;36 Pontevedra;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;44.468
Total Nacional;12 Galicia;36 Pontevedra;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;43.733
Total Nacional;12 Galicia;36 Pontevedra;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;41.387
Total Nacional;12 Galicia;36 Pontevedra;En el extranjero;Todas las edades;Total;1 de enero de 2022;86.906
Total Nacional;12 Galicia;36 Pontevedra;En el extranjero;Todas las edades;Total;1 de enero de 2018;74.987
Total Nacional;12 Galicia;36 Pontevedra;En el extranjero;Todas las edades;Total;1 de enero de 2014;74.458
Total Nacional;12 Galicia;36 Pontevedra;En el extranjero;Todas las edades;Total;1 de enero de 2010;75.857
Total Nacional;12 Galicia;36 Pontevedra;En el extranjero;Todas las edades;Total;1 de enero de 2006;60.564
Total Nacional;07 Castilla y León;37 Salamanca;En España;Todas las edades;Total;1 de enero de 2022;299.984
Total Nacional;07 Castilla y León;37 Salamanca;En España;Todas las edades;Total;1 de enero de 2018;310.131
Total Nacional;07 Castilla y León;37 Salamanca;En España;Todas las edades;Total;1 de enero de 2014;320.481
Total Nacional;07 Castilla y León;37 Salamanca;En España;Todas las edades;Total;1 de enero de 2010;329.699
Total Nacional;07 Castilla y León;37 Salamanca;En España;Todas las edades;Total;1 de enero de 2006;334.621
Total Nacional;07 Castilla y León;37 Salamanca;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;247.802
Total Nacional;07 Castilla y León;37 Salamanca;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;257.872
Total Nacional;07 Castilla y León;37 Salamanca;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;267.079
Total Nacional;07 Castilla y León;37 Salamanca;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;275.487
Total Nacional;07 Castilla y León;37 Salamanca;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;281.591
Total Nacional;07 Castilla y León;37 Salamanca;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;18.313
Total Nacional;07 Castilla y León;37 Salamanca;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;18.834
Total Nacional;07 Castilla y León;37 Salamanca;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;19.348
Total Nacional;07 Castilla y León;37 Salamanca;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;19.791
Total Nacional;07 Castilla y León;37 Salamanca;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;19.818
Total Nacional;07 Castilla y León;37 Salamanca;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;33.869
Total Nacional;07 Castilla y León;37 Salamanca;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;33.425
Total Nacional;07 Castilla y León;37 Salamanca;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;34.054
Total Nacional;07 Castilla y León;37 Salamanca;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;34.421
Total Nacional;07 Castilla y León;37 Salamanca;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;33.212
Total Nacional;07 Castilla y León;37 Salamanca;En el extranjero;Todas las edades;Total;1 de enero de 2022;25.914
Total Nacional;07 Castilla y León;37 Salamanca;En el extranjero;Todas las edades;Total;1 de enero de 2018;21.342
Total Nacional;07 Castilla y León;37 Salamanca;En el extranjero;Todas las edades;Total;1 de enero de 2014;21.978
Total Nacional;07 Castilla y León;37 Salamanca;En el extranjero;Todas las edades;Total;1 de enero de 2010;23.920
Total Nacional;07 Castilla y León;37 Salamanca;En el extranjero;Todas las edades;Total;1 de enero de 2006;18.489
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;En España;Todas las edades;Total;1 de enero de 2022;811.510
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;En España;Todas las edades;Total;1 de enero de 2018;811.239
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;En España;Todas las edades;Total;1 de enero de 2014;810.779
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;En España;Todas las edades;Total;1 de enero de 2010;822.778
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;En España;Todas las edades;Total;1 de enero de 2006;810.026
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;712.550
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;717.006
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;718.000
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;728.939
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;715.352
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;17.901
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;17.825
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;17.752
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;18.016
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;17.785
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;81.059
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;76.408
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;75.027
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;75.823
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;76.889
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;En el extranjero;Todas las edades;Total;1 de enero de 2022;236.796
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;En el extranjero;Todas las edades;Total;1 de enero de 2018;207.271
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;En el extranjero;Todas las edades;Total;1 de enero de 2014;194.009
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;En el extranjero;Todas las edades;Total;1 de enero de 2010;205.136
Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;En el extranjero;Todas las edades;Total;1 de enero de 2006;161.621
Total Nacional;06 Cantabria;39 Cantabria;En España;Todas las edades;Total;1 de enero de 2022;526.351
Total Nacional;06 Cantabria;39 Cantabria;En España;Todas las edades;Total;1 de enero de 2018;531.118
Total Nacional;06 Cantabria;39 Cantabria;En España;Todas las edades;Total;1 de enero de 2014;538.478
Total Nacional;06 Cantabria;39 Cantabria;En España;Todas las edades;Total;1 de enero de 2010;542.360
Total Nacional;06 Cantabria;39 Cantabria;En España;Todas las edades;Total;1 de enero de 2006;536.307
Total Nacional;06 Cantabria;39 Cantabria;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;427.213
Total Nacional;06 Cantabria;39 Cantabria;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;435.406
Total Nacional;06 Cantabria;39 Cantabria;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;442.187
Total Nacional;06 Cantabria;39 Cantabria;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;445.181
Total Nacional;06 Cantabria;39 Cantabria;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;443.815
Total Nacional;06 Cantabria;39 Cantabria;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;06 Cantabria;39 Cantabria;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;0
Total Nacional;06 Cantabria;39 Cantabria;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;06 Cantabria;39 Cantabria;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;0
Total Nacional;06 Cantabria;39 Cantabria;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;0
Total Nacional;06 Cantabria;39 Cantabria;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;99.138
Total Nacional;06 Cantabria;39 Cantabria;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;95.712
Total Nacional;06 Cantabria;39 Cantabria;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;96.291
Total Nacional;06 Cantabria;39 Cantabria;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;97.179
Total Nacional;06 Cantabria;39 Cantabria;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;92.492
Total Nacional;06 Cantabria;39 Cantabria;En el extranjero;Todas las edades;Total;1 de enero de 2022;59.051
Total Nacional;06 Cantabria;39 Cantabria;En el extranjero;Todas las edades;Total;1 de enero de 2018;49.111
Total Nacional;06 Cantabria;39 Cantabria;En el extranjero;Todas las edades;Total;1 de enero de 2014;50.178
Total Nacional;06 Cantabria;39 Cantabria;En el extranjero;Todas las edades;Total;1 de enero de 2010;49.890
Total Nacional;06 Cantabria;39 Cantabria;En el extranjero;Todas las edades;Total;1 de enero de 2006;31.784
Total Nacional;07 Castilla y León;40 Segovia;En España;Todas las edades;Total;1 de enero de 2022;132.762
Total Nacional;07 Castilla y León;40 Segovia;En España;Todas las edades;Total;1 de enero de 2018;135.096
Total Nacional;07 Castilla y León;40 Segovia;En España;Todas las edades;Total;1 de enero de 2014;139.313
Total Nacional;07 Castilla y León;40 Segovia;En España;Todas las edades;Total;1 de enero de 2010;142.641
Total Nacional;07 Castilla y León;40 Segovia;En España;Todas las edades;Total;1 de enero de 2006;143.050
Total Nacional;07 Castilla y León;40 Segovia;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;102.809
Total Nacional;07 Castilla y León;40 Segovia;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;107.354
Total Nacional;07 Castilla y León;40 Segovia;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;111.310
Total Nacional;07 Castilla y León;40 Segovia;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;114.793
Total Nacional;07 Castilla y León;40 Segovia;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;116.989
Total Nacional;07 Castilla y León;40 Segovia;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;8.420
Total Nacional;07 Castilla y León;40 Segovia;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;8.365
Total Nacional;07 Castilla y León;40 Segovia;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;8.465
Total Nacional;07 Castilla y León;40 Segovia;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;8.478
Total Nacional;07 Castilla y León;40 Segovia;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;8.524
Total Nacional;07 Castilla y León;40 Segovia;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;21.533
Total Nacional;07 Castilla y León;40 Segovia;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;19.377
Total Nacional;07 Castilla y León;40 Segovia;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;19.538
Total Nacional;07 Castilla y León;40 Segovia;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;19.370
Total Nacional;07 Castilla y León;40 Segovia;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;17.537
Total Nacional;07 Castilla y León;40 Segovia;En el extranjero;Todas las edades;Total;1 de enero de 2022;21.041
Total Nacional;07 Castilla y León;40 Segovia;En el extranjero;Todas las edades;Total;1 de enero de 2018;18.246
Total Nacional;07 Castilla y León;40 Segovia;En el extranjero;Todas las edades;Total;1 de enero de 2014;19.990
Total Nacional;07 Castilla y León;40 Segovia;En el extranjero;Todas las edades;Total;1 de enero de 2010;21.627
Total Nacional;07 Castilla y León;40 Segovia;En el extranjero;Todas las edades;Total;1 de enero de 2006;13.548
Total Nacional;01 Andalucía;41 Sevilla;En España;Todas las edades;Total;1 de enero de 2022;1.829.573
Total Nacional;01 Andalucía;41 Sevilla;En España;Todas las edades;Total;1 de enero de 2018;1.839.339
Total Nacional;01 Andalucía;41 Sevilla;En España;Todas las edades;Total;1 de enero de 2014;1.838.396
Total Nacional;01 Andalucía;41 Sevilla;En España;Todas las edades;Total;1 de enero de 2010;1.819.642
Total Nacional;01 Andalucía;41 Sevilla;En España;Todas las edades;Total;1 de enero de 2006;1.770.881
Total Nacional;01 Andalucía;41 Sevilla;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;1.577.054
Total Nacional;01 Andalucía;41 Sevilla;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;1.582.797
Total Nacional;01 Andalucía;41 Sevilla;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;1.575.490
Total Nacional;01 Andalucía;41 Sevilla;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;1.550.737
Total Nacional;01 Andalucía;41 Sevilla;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;1.503.580
Total Nacional;01 Andalucía;41 Sevilla;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;132.867
Total Nacional;01 Andalucía;41 Sevilla;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;136.158
Total Nacional;01 Andalucía;41 Sevilla;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;139.821
Total Nacional;01 Andalucía;41 Sevilla;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;143.131
Total Nacional;01 Andalucía;41 Sevilla;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;144.626
Total Nacional;01 Andalucía;41 Sevilla;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;119.652
Total Nacional;01 Andalucía;41 Sevilla;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;120.384
Total Nacional;01 Andalucía;41 Sevilla;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;123.085
Total Nacional;01 Andalucía;41 Sevilla;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;125.774
Total Nacional;01 Andalucía;41 Sevilla;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;122.675
Total Nacional;01 Andalucía;41 Sevilla;En el extranjero;Todas las edades;Total;1 de enero de 2022;118.820
Total Nacional;01 Andalucía;41 Sevilla;En el extranjero;Todas las edades;Total;1 de enero de 2018;100.548
Total Nacional;01 Andalucía;41 Sevilla;En el extranjero;Todas las edades;Total;1 de enero de 2014;102.959
Total Nacional;01 Andalucía;41 Sevilla;En el extranjero;Todas las edades;Total;1 de enero de 2010;97.455
Total Nacional;01 Andalucía;41 Sevilla;En el extranjero;Todas las edades;Total;1 de enero de 2006;64.196
Total Nacional;07 Castilla y León;42 Soria;En España;Todas las edades;Total;1 de enero de 2022;76.058
Total Nacional;07 Castilla y León;42 Soria;En España;Todas las edades;Total;1 de enero de 2018;78.597
Total Nacional;07 Castilla y León;42 Soria;En España;Todas las edades;Total;1 de enero de 2014;81.724
Total Nacional;07 Castilla y León;42 Soria;En España;Todas las edades;Total;1 de enero de 2010;84.469
Total Nacional;07 Castilla y León;42 Soria;En España;Todas las edades;Total;1 de enero de 2006;86.678
Total Nacional;07 Castilla y León;42 Soria;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;60.512
Total Nacional;07 Castilla y León;42 Soria;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;63.517
Total Nacional;07 Castilla y León;42 Soria;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;66.541
Total Nacional;07 Castilla y León;42 Soria;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;69.207
Total Nacional;07 Castilla y León;42 Soria;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;71.704
Total Nacional;07 Castilla y León;42 Soria;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;3.808
Total Nacional;07 Castilla y León;42 Soria;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;3.868
Total Nacional;07 Castilla y León;42 Soria;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;3.859
Total Nacional;07 Castilla y León;42 Soria;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;3.874
Total Nacional;07 Castilla y León;42 Soria;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;3.889
Total Nacional;07 Castilla y León;42 Soria;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;11.738
Total Nacional;07 Castilla y León;42 Soria;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;11.212
Total Nacional;07 Castilla y León;42 Soria;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;11.324
Total Nacional;07 Castilla y León;42 Soria;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;11.388
Total Nacional;07 Castilla y León;42 Soria;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;11.085
Total Nacional;07 Castilla y León;42 Soria;En el extranjero;Todas las edades;Total;1 de enero de 2022;12.319
Total Nacional;07 Castilla y León;42 Soria;En el extranjero;Todas las edades;Total;1 de enero de 2018;10.003
Total Nacional;07 Castilla y León;42 Soria;En el extranjero;Todas las edades;Total;1 de enero de 2014;10.497
Total Nacional;07 Castilla y León;42 Soria;En el extranjero;Todas las edades;Total;1 de enero de 2010;10.789
Total Nacional;07 Castilla y León;42 Soria;En el extranjero;Todas las edades;Total;1 de enero de 2006;6.825
Total Nacional;09 Cataluña;43 Tarragona;En España;Todas las edades;Total;1 de enero de 2022;666.245
Total Nacional;09 Cataluña;43 Tarragona;En España;Todas las edades;Total;1 de enero de 2018;659.220
Total Nacional;09 Cataluña;43 Tarragona;En España;Todas las edades;Total;1 de enero de 2014;659.463
Total Nacional;09 Cataluña;43 Tarragona;En España;Todas las edades;Total;1 de enero de 2010;654.085
Total Nacional;09 Cataluña;43 Tarragona;En España;Todas las edades;Total;1 de enero de 2006;624.869
Total Nacional;09 Cataluña;43 Tarragona;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;429.311
Total Nacional;09 Cataluña;43 Tarragona;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;425.048
Total Nacional;09 Cataluña;43 Tarragona;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;418.327
Total Nacional;09 Cataluña;43 Tarragona;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;406.388
Total Nacional;09 Cataluña;43 Tarragona;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;387.276
Total Nacional;09 Cataluña;43 Tarragona;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;109.815
Total Nacional;09 Cataluña;43 Tarragona;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;101.075
Total Nacional;09 Cataluña;43 Tarragona;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;100.950
Total Nacional;09 Cataluña;43 Tarragona;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;100.433
Total Nacional;09 Cataluña;43 Tarragona;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;87.986
Total Nacional;09 Cataluña;43 Tarragona;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;127.119
Total Nacional;09 Cataluña;43 Tarragona;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;133.097
Total Nacional;09 Cataluña;43 Tarragona;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;140.186
Total Nacional;09 Cataluña;43 Tarragona;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;147.264
Total Nacional;09 Cataluña;43 Tarragona;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;149.607
Total Nacional;09 Cataluña;43 Tarragona;En el extranjero;Todas las edades;Total;1 de enero de 2022;163.830
Total Nacional;09 Cataluña;43 Tarragona;En el extranjero;Todas las edades;Total;1 de enero de 2018;136.682
Total Nacional;09 Cataluña;43 Tarragona;En el extranjero;Todas las edades;Total;1 de enero de 2014;141.499
Total Nacional;09 Cataluña;43 Tarragona;En el extranjero;Todas las edades;Total;1 de enero de 2010;154.335
Total Nacional;09 Cataluña;43 Tarragona;En el extranjero;Todas las edades;Total;1 de enero de 2006;105.597
Total Nacional;02 Aragón;44 Teruel;En España;Todas las edades;Total;1 de enero de 2022;116.550
Total Nacional;02 Aragón;44 Teruel;En España;Todas las edades;Total;1 de enero de 2018;119.128
Total Nacional;02 Aragón;44 Teruel;En España;Todas las edades;Total;1 de enero de 2014;123.679
Total Nacional;02 Aragón;44 Teruel;En España;Todas las edades;Total;1 de enero de 2010;127.300
Total Nacional;02 Aragón;44 Teruel;En España;Todas las edades;Total;1 de enero de 2006;130.199
Total Nacional;02 Aragón;44 Teruel;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;89.050
Total Nacional;02 Aragón;44 Teruel;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;92.984
Total Nacional;02 Aragón;44 Teruel;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;96.895
Total Nacional;02 Aragón;44 Teruel;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;100.318
Total Nacional;02 Aragón;44 Teruel;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;103.352
Total Nacional;02 Aragón;44 Teruel;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;8.787
Total Nacional;02 Aragón;44 Teruel;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;8.543
Total Nacional;02 Aragón;44 Teruel;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;8.878
Total Nacional;02 Aragón;44 Teruel;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;9.063
Total Nacional;02 Aragón;44 Teruel;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;9.179
Total Nacional;02 Aragón;44 Teruel;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;18.713
Total Nacional;02 Aragón;44 Teruel;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;17.601
Total Nacional;02 Aragón;44 Teruel;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;17.906
Total Nacional;02 Aragón;44 Teruel;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;17.919
Total Nacional;02 Aragón;44 Teruel;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;17.668
Total Nacional;02 Aragón;44 Teruel;En el extranjero;Todas las edades;Total;1 de enero de 2022;17.871
Total Nacional;02 Aragón;44 Teruel;En el extranjero;Todas las edades;Total;1 de enero de 2018;15.444
Total Nacional;02 Aragón;44 Teruel;En el extranjero;Todas las edades;Total;1 de enero de 2014;16.686
Total Nacional;02 Aragón;44 Teruel;En el extranjero;Todas las edades;Total;1 de enero de 2010;17.977
Total Nacional;02 Aragón;44 Teruel;En el extranjero;Todas las edades;Total;1 de enero de 2006;11.961
Total Nacional;08 Castilla - La Mancha;45 Toledo;En España;Todas las edades;Total;1 de enero de 2022;619.335
Total Nacional;08 Castilla - La Mancha;45 Toledo;En España;Todas las edades;Total;1 de enero de 2018;613.878
