Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Relacion entre lugar de nacimiento y residencia;Edad (grupos quinquenales);Sexo;Periodo;Total
Total Nacional;08 Castilla - La Mancha;45 Toledo;En España;Todas las edades;Total;1 de enero de 2014;618.716
Total Nacional;08 Castilla - La Mancha;45 Toledo;En España;Todas las edades;Total;1 de enero de 2010;609.178
Total Nacional;08 Castilla - La Mancha;45 Toledo;En España;Todas las edades;Total;1 de enero de 2006;565.523
Total Nacional;08 Castilla - La Mancha;45 Toledo;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;406.353
Total Nacional;08 Castilla - La Mancha;45 Toledo;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;415.352
Total Nacional;08 Castilla - La Mancha;45 Toledo;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;422.566
Total Nacional;08 Castilla - La Mancha;45 Toledo;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;421.859
Total Nacional;08 Castilla - La Mancha;45 Toledo;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;412.990
Total Nacional;08 Castilla - La Mancha;45 Toledo;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;18.542
Total Nacional;08 Castilla - La Mancha;45 Toledo;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;18.474
Total Nacional;08 Castilla - La Mancha;45 Toledo;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;18.407
Total Nacional;08 Castilla - La Mancha;45 Toledo;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;18.194
Total Nacional;08 Castilla - La Mancha;45 Toledo;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;16.885
Total Nacional;08 Castilla - La Mancha;45 Toledo;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;194.440
Total Nacional;08 Castilla - La Mancha;45 Toledo;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;180.052
Total Nacional;08 Castilla - La Mancha;45 Toledo;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;177.743
Total Nacional;08 Castilla - La Mancha;45 Toledo;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;169.125
Total Nacional;08 Castilla - La Mancha;45 Toledo;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;135.648
Total Nacional;08 Castilla - La Mancha;45 Toledo;En el extranjero;Todas las edades;Total;1 de enero de 2022;94.118
Total Nacional;08 Castilla - La Mancha;45 Toledo;En el extranjero;Todas las edades;Total;1 de enero de 2018;73.513
Total Nacional;08 Castilla - La Mancha;45 Toledo;En el extranjero;Todas las edades;Total;1 de enero de 2014;80.420
Total Nacional;08 Castilla - La Mancha;45 Toledo;En el extranjero;Todas las edades;Total;1 de enero de 2010;88.781
Total Nacional;08 Castilla - La Mancha;45 Toledo;En el extranjero;Todas las edades;Total;1 de enero de 2006;50.095
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;En España;Todas las edades;Total;1 de enero de 2022;2.195.445
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;En España;Todas las edades;Total;1 de enero de 2018;2.215.850
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;En España;Todas las edades;Total;1 de enero de 2014;2.222.554
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;En España;Todas las edades;Total;1 de enero de 2010;2.220.030
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;En España;Todas las edades;Total;1 de enero de 2006;2.190.696
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;1.790.699
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;1.793.934
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;1.781.268
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;1.756.805
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;1.711.652
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;43.761
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;43.273
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;43.062
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;43.566
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;43.669
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;360.985
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;378.643
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;398.224
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;419.659
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;435.375
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;En el extranjero;Todas las edades;Total;1 de enero de 2022;410.312
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;En el extranjero;Todas las edades;Total;1 de enero de 2018;332.136
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;En el extranjero;Todas las edades;Total;1 de enero de 2014;326.344
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;En el extranjero;Todas las edades;Total;1 de enero de 2010;361.117
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;En el extranjero;Todas las edades;Total;1 de enero de 2006;272.896
Total Nacional;07 Castilla y León;47 Valladolid;En España;Todas las edades;Total;1 de enero de 2022;475.463
Total Nacional;07 Castilla y León;47 Valladolid;En España;Todas las edades;Total;1 de enero de 2018;484.778
Total Nacional;07 Castilla y León;47 Valladolid;En España;Todas las edades;Total;1 de enero de 2014;491.486
Total Nacional;07 Castilla y León;47 Valladolid;En España;Todas las edades;Total;1 de enero de 2010;494.517
Total Nacional;07 Castilla y León;47 Valladolid;En España;Todas las edades;Total;1 de enero de 2006;493.066
Total Nacional;07 Castilla y León;47 Valladolid;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;355.899
Total Nacional;07 Castilla y León;47 Valladolid;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;362.306
Total Nacional;07 Castilla y León;47 Valladolid;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;365.751
Total Nacional;07 Castilla y León;47 Valladolid;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;365.716
Total Nacional;07 Castilla y León;47 Valladolid;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;363.869
Total Nacional;07 Castilla y León;47 Valladolid;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;72.047
Total Nacional;07 Castilla y León;47 Valladolid;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;75.147
Total Nacional;07 Castilla y León;47 Valladolid;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;77.930
Total Nacional;07 Castilla y León;47 Valladolid;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;80.308
Total Nacional;07 Castilla y León;47 Valladolid;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;81.596
Total Nacional;07 Castilla y León;47 Valladolid;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;47.517
Total Nacional;07 Castilla y León;47 Valladolid;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;47.325
Total Nacional;07 Castilla y León;47 Valladolid;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;47.805
Total Nacional;07 Castilla y León;47 Valladolid;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;48.493
Total Nacional;07 Castilla y León;47 Valladolid;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;47.601
Total Nacional;07 Castilla y León;47 Valladolid;En el extranjero;Todas las edades;Total;1 de enero de 2022;42.512
Total Nacional;07 Castilla y León;47 Valladolid;En el extranjero;Todas las edades;Total;1 de enero de 2018;35.073
Total Nacional;07 Castilla y León;47 Valladolid;En el extranjero;Todas las edades;Total;1 de enero de 2014;37.671
Total Nacional;07 Castilla y León;47 Valladolid;En el extranjero;Todas las edades;Total;1 de enero de 2010;39.123
Total Nacional;07 Castilla y León;47 Valladolid;En el extranjero;Todas las edades;Total;1 de enero de 2006;26.183
Total Nacional;16 País Vasco;48 Bizkaia;En España;Todas las edades;Total;1 de enero de 2022;1.024.165
Total Nacional;16 País Vasco;48 Bizkaia;En España;Todas las edades;Total;1 de enero de 2018;1.048.988
Total Nacional;16 País Vasco;48 Bizkaia;En España;Todas las edades;Total;1 de enero de 2014;1.062.699
Total Nacional;16 País Vasco;48 Bizkaia;En España;Todas las edades;Total;1 de enero de 2010;1.069.905
Total Nacional;16 País Vasco;48 Bizkaia;En España;Todas las edades;Total;1 de enero de 2006;1.084.347
Total Nacional;16 País Vasco;48 Bizkaia;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;795.318
Total Nacional;16 País Vasco;48 Bizkaia;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;801.377
Total Nacional;16 País Vasco;48 Bizkaia;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;799.089
Total Nacional;16 País Vasco;48 Bizkaia;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;790.970
Total Nacional;16 País Vasco;48 Bizkaia;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;787.163
Total Nacional;16 País Vasco;48 Bizkaia;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;25.302
Total Nacional;16 País Vasco;48 Bizkaia;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;25.176
Total Nacional;16 País Vasco;48 Bizkaia;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;25.319
Total Nacional;16 País Vasco;48 Bizkaia;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;25.699
Total Nacional;16 País Vasco;48 Bizkaia;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;26.059
Total Nacional;16 País Vasco;48 Bizkaia;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;203.545
Total Nacional;16 País Vasco;48 Bizkaia;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;222.435
Total Nacional;16 País Vasco;48 Bizkaia;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;238.291
Total Nacional;16 País Vasco;48 Bizkaia;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;253.236
Total Nacional;16 País Vasco;48 Bizkaia;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;271.125
Total Nacional;16 País Vasco;48 Bizkaia;En el extranjero;Todas las edades;Total;1 de enero de 2022;125.179
Total Nacional;16 País Vasco;48 Bizkaia;En el extranjero;Todas las edades;Total;1 de enero de 2018;100.640
Total Nacional;16 País Vasco;48 Bizkaia;En el extranjero;Todas las edades;Total;1 de enero de 2014;89.206
Total Nacional;16 País Vasco;48 Bizkaia;En el extranjero;Todas las edades;Total;1 de enero de 2010;83.819
Total Nacional;16 País Vasco;48 Bizkaia;En el extranjero;Todas las edades;Total;1 de enero de 2006;55.516
Total Nacional;07 Castilla y León;49 Zamora;En España;Todas las edades;Total;1 de enero de 2022;157.469
Total Nacional;07 Castilla y León;49 Zamora;En España;Todas las edades;Total;1 de enero de 2018;165.678
Total Nacional;07 Castilla y León;49 Zamora;En España;Todas las edades;Total;1 de enero de 2014;175.404
Total Nacional;07 Castilla y León;49 Zamora;En España;Todas las edades;Total;1 de enero de 2010;183.725
Total Nacional;07 Castilla y León;49 Zamora;En España;Todas las edades;Total;1 de enero de 2006;190.334
Total Nacional;07 Castilla y León;49 Zamora;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;130.876
Total Nacional;07 Castilla y León;49 Zamora;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;139.230
Total Nacional;07 Castilla y León;49 Zamora;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;148.019
Total Nacional;07 Castilla y León;49 Zamora;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;155.963
Total Nacional;07 Castilla y León;49 Zamora;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;162.938
Total Nacional;07 Castilla y León;49 Zamora;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;12.583
Total Nacional;07 Castilla y León;49 Zamora;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;12.852
Total Nacional;07 Castilla y León;49 Zamora;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;13.364
Total Nacional;07 Castilla y León;49 Zamora;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;13.828
Total Nacional;07 Castilla y León;49 Zamora;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;14.062
Total Nacional;07 Castilla y León;49 Zamora;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;14.010
Total Nacional;07 Castilla y León;49 Zamora;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;13.596
Total Nacional;07 Castilla y León;49 Zamora;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;14.021
Total Nacional;07 Castilla y León;49 Zamora;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;13.934
Total Nacional;07 Castilla y León;49 Zamora;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;13.334
Total Nacional;07 Castilla y León;49 Zamora;En el extranjero;Todas las edades;Total;1 de enero de 2022;9.746
Total Nacional;07 Castilla y León;49 Zamora;En el extranjero;Todas las edades;Total;1 de enero de 2018;8.871
Total Nacional;07 Castilla y León;49 Zamora;En el extranjero;Todas las edades;Total;1 de enero de 2014;10.028
Total Nacional;07 Castilla y León;49 Zamora;En el extranjero;Todas las edades;Total;1 de enero de 2010;10.489
Total Nacional;07 Castilla y León;49 Zamora;En el extranjero;Todas las edades;Total;1 de enero de 2006;7.158
Total Nacional;02 Aragón;50 Zaragoza;En España;Todas las edades;Total;1 de enero de 2022;817.324
Total Nacional;02 Aragón;50 Zaragoza;En España;Todas las edades;Total;1 de enero de 2018;830.835
Total Nacional;02 Aragón;50 Zaragoza;En España;Todas las edades;Total;1 de enero de 2014;836.156
Total Nacional;02 Aragón;50 Zaragoza;En España;Todas las edades;Total;1 de enero de 2010;837.566
Total Nacional;02 Aragón;50 Zaragoza;En España;Todas las edades;Total;1 de enero de 2006;833.386
Total Nacional;02 Aragón;50 Zaragoza;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;643.775
Total Nacional;02 Aragón;50 Zaragoza;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;650.810
Total Nacional;02 Aragón;50 Zaragoza;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;651.299
Total Nacional;02 Aragón;50 Zaragoza;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;648.224
Total Nacional;02 Aragón;50 Zaragoza;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;640.432
Total Nacional;02 Aragón;50 Zaragoza;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;42.572
Total Nacional;02 Aragón;50 Zaragoza;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;45.572
Total Nacional;02 Aragón;50 Zaragoza;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;47.868
