Total Nacional;Comunidades y Ciudades Autónomas;Provincias;País de nacionalidad;Edad (hasta 100 y más);Sexo;Periodo;Total
Total Nacional;12 Galicia;27 Lugo;Chipre;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;27 Lugo;Croacia;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;12 Galicia;27 Lugo;Dinamarca;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;12 Galicia;27 Lugo;Eslovenia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Estonia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Finlandia;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;12 Galicia;27 Lugo;Francia;Todas las edades;Total;1 de enero de 2014;113
Total Nacional;12 Galicia;27 Lugo;Grecia;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;12 Galicia;27 Lugo;Hungría;Todas las edades;Total;1 de enero de 2014;11
Total Nacional;12 Galicia;27 Lugo;Irlanda;Todas las edades;Total;1 de enero de 2014;14
Total Nacional;12 Galicia;27 Lugo;Italia;Todas las edades;Total;1 de enero de 2014;248
Total Nacional;12 Galicia;27 Lugo;Letonia;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;27 Lugo;Lituania;Todas las edades;Total;1 de enero de 2014;31
Total Nacional;12 Galicia;27 Lugo;Luxemburgo;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Malta;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;27 Lugo;Países Bajos;Todas las edades;Total;1 de enero de 2014;62
Total Nacional;12 Galicia;27 Lugo;Polonia;Todas las edades;Total;1 de enero de 2014;30
Total Nacional;12 Galicia;27 Lugo;Portugal;Todas las edades;Total;1 de enero de 2014;1.999
Total Nacional;12 Galicia;27 Lugo;República Checa;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;12 Galicia;27 Lugo;República Eslovaca;Todas las edades;Total;1 de enero de 2014;15
Total Nacional;12 Galicia;27 Lugo;Rumanía;Todas las edades;Total;1 de enero de 2014;2.082
Total Nacional;12 Galicia;27 Lugo;Suecia;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;27 Lugo;Albania;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;12 Galicia;27 Lugo;Andorra;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;27 Lugo;Armenia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Belarús;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;12 Galicia;27 Lugo;Bosnia y Herzegovina;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Georgia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Islandia;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;27 Lugo;Liechtenstein;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Macedonia del Norte;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Moldavia;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;27 Lugo;Noruega;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;12 Galicia;27 Lugo;Reino Unido;Todas las edades;Total;1 de enero de 2014;337
Total Nacional;12 Galicia;27 Lugo;Rusia;Todas las edades;Total;1 de enero de 2014;43
Total Nacional;12 Galicia;27 Lugo;Serbia;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;27 Lugo;Serbia y Montenegro;Todas las edades;Total;1 de enero de 2014;""
Total Nacional;12 Galicia;27 Lugo;Suiza;Todas las edades;Total;1 de enero de 2014;33
Total Nacional;12 Galicia;27 Lugo;Turquía;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Ucrania;Todas las edades;Total;1 de enero de 2014;40
Total Nacional;12 Galicia;27 Lugo;Resto de Nacionalidades Europeas;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;27 Lugo;De Africa;Todas las edades;Total;1 de enero de 2014;2.526
Total Nacional;12 Galicia;27 Lugo;Angola;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;27 Lugo;Argelia;Todas las edades;Total;1 de enero de 2014;73
Total Nacional;12 Galicia;27 Lugo;Benin;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Burkina Faso;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;27 Lugo;Cabo Verde;Todas las edades;Total;1 de enero de 2014;518
Total Nacional;12 Galicia;27 Lugo;Camerún;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;12 Galicia;27 Lugo;Congo;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;27 Lugo;Costa de Marfil;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Egipto;Todas las edades;Total;1 de enero de 2014;6
Total Nacional;12 Galicia;27 Lugo;Etiopía;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;27 Lugo;Gambia;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;12 Galicia;27 Lugo;Ghana;Todas las edades;Total;1 de enero de 2014;28
Total Nacional;12 Galicia;27 Lugo;Guinea;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;12 Galicia;27 Lugo;Guinea Ecuatorial;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;12 Galicia;27 Lugo;Guinea-Bissau;Todas las edades;Total;1 de enero de 2014;8
Total Nacional;12 Galicia;27 Lugo;Kenia;Todas las edades;Total;1 de enero de 2014;14
Total Nacional;12 Galicia;27 Lugo;Liberia;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;27 Lugo;Mali;Todas las edades;Total;1 de enero de 2014;11
Total Nacional;12 Galicia;27 Lugo;Marruecos;Todas las edades;Total;1 de enero de 2014;1.562
Total Nacional;12 Galicia;27 Lugo;Mauritania;Todas las edades;Total;1 de enero de 2014;6
Total Nacional;12 Galicia;27 Lugo;Nigeria;Todas las edades;Total;1 de enero de 2014;115
Total Nacional;12 Galicia;27 Lugo;República Democrática del Congo;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Senegal;Todas las edades;Total;1 de enero de 2014;140
Total Nacional;12 Galicia;27 Lugo;Sierra Leona;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Sudáfrica;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;27 Lugo;Togo;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Túnez;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;12 Galicia;27 Lugo;Resto de Nacionalidades Africanas;Todas las edades;Total;1 de enero de 2014;11
Total Nacional;12 Galicia;27 Lugo;De América;Todas las edades;Total;1 de enero de 2014;4.942
Total Nacional;12 Galicia;27 Lugo;De Centro América y Caribe;Todas las edades;Total;1 de enero de 2014;1.442
Total Nacional;12 Galicia;27 Lugo;Costa Rica;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;27 Lugo;Cuba;Todas las edades;Total;1 de enero de 2014;333
Total Nacional;12 Galicia;27 Lugo;Dominica;Todas las edades;Total;1 de enero de 2014;10
Total Nacional;12 Galicia;27 Lugo;El Salvador;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;27 Lugo;Guatemala;Todas las edades;Total;1 de enero de 2014;17
Total Nacional;12 Galicia;27 Lugo;Honduras;Todas las edades;Total;1 de enero de 2014;50
Total Nacional;12 Galicia;27 Lugo;Nicaragua;Todas las edades;Total;1 de enero de 2014;19
Total Nacional;12 Galicia;27 Lugo;Panamá;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;12 Galicia;27 Lugo;República Dominicana;Todas las edades;Total;1 de enero de 2014;1.002
Total Nacional;12 Galicia;27 Lugo;Resto de Nacionalidades de América Central y Caribe;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;27 Lugo;De América del Norte;Todas las edades;Total;1 de enero de 2014;141
Total Nacional;12 Galicia;27 Lugo;Canadá;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;27 Lugo;Estados Unidos de América;Todas las edades;Total;1 de enero de 2014;85
Total Nacional;12 Galicia;27 Lugo;México;Todas las edades;Total;1 de enero de 2014;54
Total Nacional;12 Galicia;27 Lugo;De Sudamérica;Todas las edades;Total;1 de enero de 2014;3.359
Total Nacional;12 Galicia;27 Lugo;Argentina;Todas las edades;Total;1 de enero de 2014;210
Total Nacional;12 Galicia;27 Lugo;Bolivia;Todas las edades;Total;1 de enero de 2014;106
Total Nacional;12 Galicia;27 Lugo;Brasil;Todas las edades;Total;1 de enero de 2014;1.012
Total Nacional;12 Galicia;27 Lugo;Chile;Todas las edades;Total;1 de enero de 2014;38
Total Nacional;12 Galicia;27 Lugo;Colombia;Todas las edades;Total;1 de enero de 2014;942
Total Nacional;12 Galicia;27 Lugo;Ecuador;Todas las edades;Total;1 de enero de 2014;109
Total Nacional;12 Galicia;27 Lugo;Paraguay;Todas las edades;Total;1 de enero de 2014;86
Total Nacional;12 Galicia;27 Lugo;Perú;Todas las edades;Total;1 de enero de 2014;409
Total Nacional;12 Galicia;27 Lugo;Uruguay;Todas las edades;Total;1 de enero de 2014;167
Total Nacional;12 Galicia;27 Lugo;Venezuela;Todas las edades;Total;1 de enero de 2014;280
Total Nacional;12 Galicia;27 Lugo;Resto de Nacionalidades de América del Sur;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;De Asia;Todas las edades;Total;1 de enero de 2014;729
Total Nacional;12 Galicia;27 Lugo;Arabia Saudí;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Bangladesh;Todas las edades;Total;1 de enero de 2014;24
Total Nacional;12 Galicia;27 Lugo;China;Todas las edades;Total;1 de enero de 2014;235
Total Nacional;12 Galicia;27 Lugo;Corea;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;12 Galicia;27 Lugo;Filipinas;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;12 Galicia;27 Lugo;India;Todas las edades;Total;1 de enero de 2014;11
Total Nacional;12 Galicia;27 Lugo;Indonesia;Todas las edades;Total;1 de enero de 2014;310
Total Nacional;12 Galicia;27 Lugo;Irán;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;27 Lugo;Iraq;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Israel;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;12 Galicia;27 Lugo;Japón;Todas las edades;Total;1 de enero de 2014;6
Total Nacional;12 Galicia;27 Lugo;Jordania;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;27 Lugo;Kazajstán;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;27 Lugo;Líbano;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;27 Lugo;Nepal;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Pakistán;Todas las edades;Total;1 de enero de 2014;116
Total Nacional;12 Galicia;27 Lugo;Siria;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;12 Galicia;27 Lugo;Tailandia;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;27 Lugo;Vietnam;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Resto de Nacionalidades Asiáticas;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;27 Lugo;De Oceanía;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;12 Galicia;27 Lugo;Australia;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;27 Lugo;Nueva Zelanda;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;27 Lugo;Resto de Nacionalidades de Oceanía;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;27 Lugo;Apátridas;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Extranjera;Todas las edades;Total;1 de enero de 2014;14.586
Total Nacional;12 Galicia;32 Ourense;Europa (sin España);Todas las edades;Total;1 de enero de 2014;8.782
Total Nacional;12 Galicia;32 Ourense;Alemania;Todas las edades;Total;1 de enero de 2014;166
Total Nacional;12 Galicia;32 Ourense;Austria;Todas las edades;Total;1 de enero de 2014;12
Total Nacional;12 Galicia;32 Ourense;Bélgica;Todas las edades;Total;1 de enero de 2014;24
Total Nacional;12 Galicia;32 Ourense;Bulgaria;Todas las edades;Total;1 de enero de 2014;203
Total Nacional;12 Galicia;32 Ourense;Chipre;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Croacia;Todas las edades;Total;1 de enero de 2014;22
Total Nacional;12 Galicia;32 Ourense;Dinamarca;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;12 Galicia;32 Ourense;Eslovenia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Estonia;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;32 Ourense;Finlandia;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;12 Galicia;32 Ourense;Francia;Todas las edades;Total;1 de enero de 2014;218
Total Nacional;12 Galicia;32 Ourense;Grecia;Todas las edades;Total;1 de enero de 2014;6
Total Nacional;12 Galicia;32 Ourense;Hungría;Todas las edades;Total;1 de enero de 2014;11
Total Nacional;12 Galicia;32 Ourense;Irlanda;Todas las edades;Total;1 de enero de 2014;14
Total Nacional;12 Galicia;32 Ourense;Italia;Todas las edades;Total;1 de enero de 2014;328
Total Nacional;12 Galicia;32 Ourense;Letonia;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;12 Galicia;32 Ourense;Lituania;Todas las edades;Total;1 de enero de 2014;6
Total Nacional;12 Galicia;32 Ourense;Luxemburgo;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;32 Ourense;Malta;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Países Bajos;Todas las edades;Total;1 de enero de 2014;46
Total Nacional;12 Galicia;32 Ourense;Polonia;Todas las edades;Total;1 de enero de 2014;73
Total Nacional;12 Galicia;32 Ourense;Portugal;Todas las edades;Total;1 de enero de 2014;5.990
Total Nacional;12 Galicia;32 Ourense;República Checa;Todas las edades;Total;1 de enero de 2014;15
Total Nacional;12 Galicia;32 Ourense;República Eslovaca;Todas las edades;Total;1 de enero de 2014;26
Total Nacional;12 Galicia;32 Ourense;Rumanía;Todas las edades;Total;1 de enero de 2014;1.287
Total Nacional;12 Galicia;32 Ourense;Suecia;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;12 Galicia;32 Ourense;Albania;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;12 Galicia;32 Ourense;Andorra;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;12 Galicia;32 Ourense;Armenia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Belarús;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;32 Ourense;Bosnia y Herzegovina;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;12 Galicia;32 Ourense;Georgia;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;32 Ourense;Islandia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Liechtenstein;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Macedonia del Norte;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;32 Ourense;Moldavia;Todas las edades;Total;1 de enero de 2014;20
Total Nacional;12 Galicia;32 Ourense;Noruega;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;12 Galicia;32 Ourense;Reino Unido;Todas las edades;Total;1 de enero de 2014;90
Total Nacional;12 Galicia;32 Ourense;Rusia;Todas las edades;Total;1 de enero de 2014;32
Total Nacional;12 Galicia;32 Ourense;Serbia;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;12 Galicia;32 Ourense;Serbia y Montenegro;Todas las edades;Total;1 de enero de 2014;""
Total Nacional;12 Galicia;32 Ourense;Suiza;Todas las edades;Total;1 de enero de 2014;54
Total Nacional;12 Galicia;32 Ourense;Turquía;Todas las edades;Total;1 de enero de 2014;6
Total Nacional;12 Galicia;32 Ourense;Ucrania;Todas las edades;Total;1 de enero de 2014;79
Total Nacional;12 Galicia;32 Ourense;Resto de Nacionalidades Europeas;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;De Africa;Todas las edades;Total;1 de enero de 2014;1.057
Total Nacional;12 Galicia;32 Ourense;Angola;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;12 Galicia;32 Ourense;Argelia;Todas las edades;Total;1 de enero de 2014;56
Total Nacional;12 Galicia;32 Ourense;Benin;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;32 Ourense;Burkina Faso;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Cabo Verde;Todas las edades;Total;1 de enero de 2014;21
Total Nacional;12 Galicia;32 Ourense;Camerún;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;12 Galicia;32 Ourense;Congo;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;32 Ourense;Costa de Marfil;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Egipto;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;12 Galicia;32 Ourense;Etiopía;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;32 Ourense;Gambia;Todas las edades;Total;1 de enero de 2014;10
Total Nacional;12 Galicia;32 Ourense;Ghana;Todas las edades;Total;1 de enero de 2014;11
Total Nacional;12 Galicia;32 Ourense;Guinea;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;12 Galicia;32 Ourense;Guinea Ecuatorial;Todas las edades;Total;1 de enero de 2014;19
Total Nacional;12 Galicia;32 Ourense;Guinea-Bissau;Todas las edades;Total;1 de enero de 2014;6
Total Nacional;12 Galicia;32 Ourense;Kenia;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;32 Ourense;Liberia;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;32 Ourense;Mali;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;32 Ourense;Marruecos;Todas las edades;Total;1 de enero de 2014;659
Total Nacional;12 Galicia;32 Ourense;Mauritania;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;32 Ourense;Nigeria;Todas las edades;Total;1 de enero de 2014;39
Total Nacional;12 Galicia;32 Ourense;República Democrática del Congo;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;32 Ourense;Senegal;Todas las edades;Total;1 de enero de 2014;197
Total Nacional;12 Galicia;32 Ourense;Sierra Leona;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Sudáfrica;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;12 Galicia;32 Ourense;Togo;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;32 Ourense;Túnez;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;12 Galicia;32 Ourense;Resto de Nacionalidades Africanas;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;32 Ourense;De América;Todas las edades;Total;1 de enero de 2014;4.290
Total Nacional;12 Galicia;32 Ourense;De Centro América y Caribe;Todas las edades;Total;1 de enero de 2014;1.015
Total Nacional;12 Galicia;32 Ourense;Costa Rica;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;12 Galicia;32 Ourense;Cuba;Todas las edades;Total;1 de enero de 2014;285
Total Nacional;12 Galicia;32 Ourense;Dominica;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;12 Galicia;32 Ourense;El Salvador;Todas las edades;Total;1 de enero de 2014;18
Total Nacional;12 Galicia;32 Ourense;Guatemala;Todas las edades;Total;1 de enero de 2014;8
Total Nacional;12 Galicia;32 Ourense;Honduras;Todas las edades;Total;1 de enero de 2014;18
Total Nacional;12 Galicia;32 Ourense;Nicaragua;Todas las edades;Total;1 de enero de 2014;15
Total Nacional;12 Galicia;32 Ourense;Panamá;Todas las edades;Total;1 de enero de 2014;30
Total Nacional;12 Galicia;32 Ourense;República Dominicana;Todas las edades;Total;1 de enero de 2014;635
Total Nacional;12 Galicia;32 Ourense;Resto de Nacionalidades de América Central y Caribe;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;De América del Norte;Todas las edades;Total;1 de enero de 2014;199
Total Nacional;12 Galicia;32 Ourense;Canadá;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;12 Galicia;32 Ourense;Estados Unidos de América;Todas las edades;Total;1 de enero de 2014;86
Total Nacional;12 Galicia;32 Ourense;México;Todas las edades;Total;1 de enero de 2014;109
Total Nacional;12 Galicia;32 Ourense;De Sudamérica;Todas las edades;Total;1 de enero de 2014;3.076
Total Nacional;12 Galicia;32 Ourense;Argentina;Todas las edades;Total;1 de enero de 2014;203
Total Nacional;12 Galicia;32 Ourense;Bolivia;Todas las edades;Total;1 de enero de 2014;60
Total Nacional;12 Galicia;32 Ourense;Brasil;Todas las edades;Total;1 de enero de 2014;1.091
Total Nacional;12 Galicia;32 Ourense;Chile;Todas las edades;Total;1 de enero de 2014;57
Total Nacional;12 Galicia;32 Ourense;Colombia;Todas las edades;Total;1 de enero de 2014;666
Total Nacional;12 Galicia;32 Ourense;Ecuador;Todas las edades;Total;1 de enero de 2014;160
Total Nacional;12 Galicia;32 Ourense;Paraguay;Todas las edades;Total;1 de enero de 2014;106
Total Nacional;12 Galicia;32 Ourense;Perú;Todas las edades;Total;1 de enero de 2014;71
Total Nacional;12 Galicia;32 Ourense;Uruguay;Todas las edades;Total;1 de enero de 2014;87
Total Nacional;12 Galicia;32 Ourense;Venezuela;Todas las edades;Total;1 de enero de 2014;575
Total Nacional;12 Galicia;32 Ourense;Resto de Nacionalidades de América del Sur;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;De Asia;Todas las edades;Total;1 de enero de 2014;450
Total Nacional;12 Galicia;32 Ourense;Arabia Saudí;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Bangladesh;Todas las edades;Total;1 de enero de 2014;9
Total Nacional;12 Galicia;32 Ourense;China;Todas las edades;Total;1 de enero de 2014;322
Total Nacional;12 Galicia;32 Ourense;Corea;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;12 Galicia;32 Ourense;Filipinas;Todas las edades;Total;1 de enero de 2014;28
Total Nacional;12 Galicia;32 Ourense;India;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;12 Galicia;32 Ourense;Indonesia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Irán;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;32 Ourense;Iraq;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;32 Ourense;Israel;Todas las edades;Total;1 de enero de 2014;4
Total Nacional;12 Galicia;32 Ourense;Japón;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;32 Ourense;Jordania;Todas las edades;Total;1 de enero de 2014;5
Total Nacional;12 Galicia;32 Ourense;Kazajstán;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Líbano;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Nepal;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Pakistán;Todas las edades;Total;1 de enero de 2014;58
Total Nacional;12 Galicia;32 Ourense;Siria;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;32 Ourense;Tailandia;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;12 Galicia;32 Ourense;Vietnam;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;32 Ourense;Resto de Nacionalidades Asiáticas;Todas las edades;Total;1 de enero de 2014;6
Total Nacional;12 Galicia;32 Ourense;De Oceanía;Todas las edades;Total;1 de enero de 2014;6
Total Nacional;12 Galicia;32 Ourense;Australia;Todas las edades;Total;1 de enero de 2014;3
Total Nacional;12 Galicia;32 Ourense;Nueva Zelanda;Todas las edades;Total;1 de enero de 2014;2
Total Nacional;12 Galicia;32 Ourense;Resto de Nacionalidades de Oceanía;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;32 Ourense;Apátridas;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;36 Pontevedra;Extranjera;Todas las edades;Total;1 de enero de 2014;34.796
Total Nacional;12 Galicia;36 Pontevedra;Europa (sin España);Todas las edades;Total;1 de enero de 2014;15.239
Total Nacional;12 Galicia;36 Pontevedra;Alemania;Todas las edades;Total;1 de enero de 2014;502
Total Nacional;12 Galicia;36 Pontevedra;Austria;Todas las edades;Total;1 de enero de 2014;33
Total Nacional;12 Galicia;36 Pontevedra;Bélgica;Todas las edades;Total;1 de enero de 2014;86
Total Nacional;12 Galicia;36 Pontevedra;Bulgaria;Todas las edades;Total;1 de enero de 2014;382
Total Nacional;12 Galicia;36 Pontevedra;Chipre;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;12 Galicia;36 Pontevedra;Croacia;Todas las edades;Total;1 de enero de 2014;20
Total Nacional;12 Galicia;36 Pontevedra;Dinamarca;Todas las edades;Total;1 de enero de 2014;31
Total Nacional;12 Galicia;36 Pontevedra;Eslovenia;Todas las edades;Total;1 de enero de 2014;12
Total Nacional;12 Galicia;36 Pontevedra;Estonia;Todas las edades;Total;1 de enero de 2014;7
Total Nacional;12 Galicia;36 Pontevedra;Finlandia;Todas las edades;Total;1 de enero de 2014;16
Total Nacional;12 Galicia;36 Pontevedra;Francia;Todas las edades;Total;1 de enero de 2014;820
Total Nacional;12 Galicia;36 Pontevedra;Grecia;Todas las edades;Total;1 de enero de 2014;36
Total Nacional;12 Galicia;36 Pontevedra;Hungría;Todas las edades;Total;1 de enero de 2014;54
Total Nacional;12 Galicia;36 Pontevedra;Irlanda;Todas las edades;Total;1 de enero de 2014;67
Total Nacional;12 Galicia;36 Pontevedra;Italia;Todas las edades;Total;1 de enero de 2014;1.329
Total Nacional;12 Galicia;36 Pontevedra;Letonia;Todas las edades;Total;1 de enero de 2014;15
Total Nacional;12 Galicia;36 Pontevedra;Lituania;Todas las edades;Total;1 de enero de 2014;59
Total Nacional;12 Galicia;36 Pontevedra;Luxemburgo;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;36 Pontevedra;Malta;Todas las edades;Total;1 de enero de 2014;1
Total Nacional;12 Galicia;36 Pontevedra;Países Bajos;Todas las edades;Total;1 de enero de 2014;141
Total Nacional;12 Galicia;36 Pontevedra;Polonia;Todas las edades;Total;1 de enero de 2014;238
Total Nacional;12 Galicia;36 Pontevedra;Portugal;Todas las edades;Total;1 de enero de 2014;7.092
Total Nacional;12 Galicia;36 Pontevedra;República Checa;Todas las edades;Total;1 de enero de 2014;62
Total Nacional;12 Galicia;36 Pontevedra;República Eslovaca;Todas las edades;Total;1 de enero de 2014;42
